Commit,HIGH Severity,MEDIUM Severity,LOW Severity,HIGH Confidence,MEDIUM Confidence,LOW Confidence,Unique CWEs
96c7f70628526bdc8f2a64653e066974206593b7,26,54,2369,2423,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
2c2daf46b675f0084d3ff8fb46f124f02486c7dd,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
a1aebd4d2e290d360546de1fd901779bdfcc0dde,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
ccf7e4da6fc2ad6964705b5bb642ff3b834c1a25,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
c6bae901581d9574e774c9cba7876671808d1dab,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
06b823be8b80ddd66fb1d42fd2a0fc6bf19c0203,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
18dba884bf458ab136ce0eee3fe56ca3972f685a,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
4991dfd93baeac7f55e9028eeff74b83e381072c,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
cff3b4e5c345f66b75e01fd4b5f36e6839f6192b,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
25cf2bcc91f059234cc8992cd6ed56ac34c4d804,26,54,2369,2423,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
af1c8f7d0c2940b1b5e55167ad23df3de0d22b22,26,54,2369,2423,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
d21106f9e490a7d00fdfd41ed5693dce66129d6d,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
a27357fbcf4beeeade197000c42194d265cac094,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
aaea2ae2d6fa9b274295bce6b4ebd4d8d6385fc1,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
554554c5910a121aba958356c7c9a28ed3f57ec7,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
a21bafaf743b44455be815bea45cd66458da6d26,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
c06f1d45bf63f67eb2d518071871ef3b15750687,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
f3dcd970c95bf7a43d7b034ee73cdfeae1c710c7,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
bf0ec25fa8b2b03ef72dc7ddf661197bcb3c2684,26,55,2369,2423,24,3,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
b3a180e8e23dfa1388ad9c218621caade0ca2a45,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
26472389cfd07af9ce945bbbb1b1b1cad8f38d7c,26,54,2369,2423,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
c88e0392bb0036410220d3d32de6e758f2a38b3a,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
9f9abeccac43f13c7b60aef85b9bb20ee8f0ed9e,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
5fb16c98eb432137aae8b9b493a6189142a4da6d,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
d6e1584e51e0dfb5240519b7716471c0e4868e22,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
a500911234394d24e40a913ac9682a3b187395b9,26,55,2369,2423,24,3,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
b1e6f5f52509a8e7b6d557e9a976235cdc8b470d,26,54,2368,2422,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
36c87238d2bf5765ef6579dac13390d711fed84d,26,55,2369,2424,24,2,"CWE-78, CWE-326, CWE-200, CWE-732, CWE-798, CWE-269, CWE-829, CWE-312, CWE-338, CWE-327, CWE-321"
